id_job,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
3,3_6,0,0,9.033723380167455,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_3,9.033723380167455,9.033723380167455,18.02925141421565,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_6,0,9.033723380167455,25.428607848989248,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_0,0,0,27.27126750773898,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_9,0,0,28.932436444296336,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_5,0,0,39.498962651115896,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_6,27.27126750773898,27.27126750773898,54.8771151305252,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_5,25.428607848989248,39.498962651115896,55.39471741448509,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_1,28.932436444296336,28.932436444296336,61.37585676047444,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_8,0,0,62.489118539758245,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_4,0,0,68.66235999865567,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_2,0,0,90.16269854801695,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_2,0,90.16269854801695,107.19113515326549,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_2,18.02925141421565,107.19113515326549,116.43885512116564,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_8,0,62.489118539758245,123.82716935639559,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_3,62.489118539758245,62.489118539758245,126.22292503788836,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_0,0,27.27126750773898,128.63016912698657,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_7,0,0,131.8548523330588,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_9,0,28.932436444296336,140.21797516020365,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_8,0,123.82716935639559,147.8129301775686,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_4,90.16269854801695,90.16269854801695,179.78506919553263,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_0,123.82716935639559,128.63016912698657,186.6322735359076,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_0,55.39471741448509,186.6322735359076,200.7435206814639,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_0,0,200.7435206814639,216.9016003383897,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_1,200.7435206814639,200.7435206814639,217.28347594751423,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_5,186.6322735359076,186.6322735359076,247.90473128609577,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_8,128.63016912698657,147.8129301775686,248.71923431897085,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_3,140.21797516020365,140.21797516020365,253.09017073028477,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_8,54.8771151305252,248.71923431897085,275.47626058212444,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_0,68.66235999865567,216.9016003383897,282.03872277461807,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_9,0,140.21797516020365,306.2608006113099,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_8,61.37585676047444,275.47626058212444,309.7413685473531,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_3,247.90473128609577,253.09017073028477,314.66323118485286,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_0,39.498962651115896,282.03872277461807,320.6208225177614,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_8,217.28347594751423,309.7413685473531,325.94583745559004,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_3,216.9016003383897,314.66323118485286,330.60818977448565,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_6,282.03872277461807,282.03872277461807,350.0675548567033,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_7,248.71923431897085,248.71923431897085,368.9991323756068,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_9,0,306.2608006113099,378.0191831291906,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_6,309.7413685473531,350.0675548567033,380.62073087443076,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_7,126.22292503788836,368.9991323756068,430.14420503888596,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_8,0,325.94583745559004,440.95452952528024,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_5,0,247.90473128609577,442.79899362639185,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_3,131.8548523330588,330.60818977448565,458.4165185967197,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_5,107.19113515326549,442.79899362639185,459.9689828259919,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_2,368.9991323756068,368.9991323756068,474.0832230242757,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_2,275.47626058212444,474.0832230242757,501.2816511136722,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_9,501.2816511136722,501.2816511136722,528.7452241548868,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_3,378.0191831291906,458.4165185967197,541.6001345401021,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_9,459.9689828259919,528.7452241548868,544.801072785083,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_9,116.43885512116564,544.801072785083,553.6377041063602,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_3,544.801072785083,544.801072785083,562.2625621406114,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_2,430.14420503888596,501.2816511136722,564.534745720047,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_2,325.94583745559004,564.534745720047,581.7166801995606,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_7,306.2608006113099,430.14420503888596,611.7826612841434,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_1,541.6001345401021,541.6001345401021,618.2134394967965,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_9,350.0675548567033,553.6377041063602,623.7020941911693,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_4,442.79899362639185,442.79899362639185,632.5633168661114,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_1,562.2625621406114,618.2134394967965,634.7919380601523,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_5,0,459.9689828259919,654.171604938464,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_8,623.7020941911693,623.7020941911693,689.0431010662912,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_4,314.66323118485286,632.5633168661114,692.2599885641555,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_5,564.534745720047,654.171604938464,715.6022175473678,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_4,320.6208225177614,692.2599885641555,732.6418329503294,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_7,253.09017073028477,611.7826612841434,740.014196353454,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_6,715.6022175473678,715.6022175473678,779.9136821099427,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_0,611.7826612841434,611.7826612841434,791.2804954125858,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_0,147.8129301775686,791.2804954125858,814.8735499226683,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_0,553.6377041063602,814.8735499226683,823.9760593320159,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_6,692.2599885641555,779.9136821099427,835.9226501444634,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_5,458.4165185967197,715.6022175473678,844.6585149120532,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_2,740.014196353454,740.014196353454,846.8831296335645,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_5,528.7452241548868,844.6585149120532,871.3546452678454,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_5,380.62073087443076,871.3546452678454,903.0527048378458,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_5,823.9760593320159,903.0527048378458,912.4910044460659,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_6,179.78506919553263,835.9226501444634,921.6541125324832,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_7,632.5633168661114,740.014196353454,944.5761227043067,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_3,791.2804954125858,791.2804954125858,972.4566818516535,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_7,732.6418329503294,944.5761227043067,980.254857483487,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_7,814.8735499226683,980.254857483487,1005.1911811419336,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_8,921.6541125324832,921.6541125324832,1011.9620735009863,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_8,912.4910044460659,1011.9620735009863,1020.9417056113274,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_3,474.0832230242757,972.4566818516535,1079.4768720557558,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_3,581.7166801995606,1079.4768720557558,1095.4882467615678,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_7,440.95452952528024,1005.1911811419336,1124.032033898011,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_1,972.4566818516535,972.4566818516535,1141.4090416735958,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_9,944.5761227043067,944.5761227043067,1155.7886536865026,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_9,779.9136821099427,1155.7886536865026,1219.4035915780632,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_4,1219.4035915780632,1219.4035915780632,1281.855487273536,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_5,1141.4090416735958,1141.4090416735958,1326.7958041396969,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_9,844.6585149120532,1219.4035915780632,1341.7691323684694,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_9,835.9226501444634,1341.7691323684694,1406.2345551087346,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_4,846.8831296335645,1281.855487273536,1407.0015424335788,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_0,1341.7691323684694,1341.7691323684694,1471.967081591772,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_2,1406.2345551087346,1406.2345551087346,1472.7726476363935,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_2,903.0527048378458,1472.7726476363935,1506.143966013915,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_0,1407.0015424335788,1471.967081591772,1573.562978914757,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_9,654.171604938464,1406.2345551087346,1600.1222782517184,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_1,1471.967081591772,1471.967081591772,1600.4981147645717,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_9,1095.4882467615678,1600.1222782517184,1616.6092394111836,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_4,1616.6092394111836,1616.6092394111836,1631.1177486541924,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_7,1631.1177486541924,1631.1177486541924,1649.25582791718,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_0,1011.9620735009863,1573.562978914757,1662.7292102494985,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_1,1281.855487273536,1600.4981147645717,1662.8548875436545,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_19,1649.25582791718,1649.25582791718,1664.2387111030184,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_6,1573.562978914757,1573.562978914757,1708.0147728393868,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_2,1155.7886536865026,1506.143966013915,1710.0313631323884,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_0,1662.8548875436545,1662.8548875436545,1725.1405422685493,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_1,1472.7726476363935,1662.8548875436545,1726.1829962501454,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_5,1662.7292102494985,1662.7292102494985,1749.0217494873045,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_4,1600.4981147645717,1631.1177486541924,1770.0473747115598,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_6,618.2134394967965,1708.0147728393868,1774.536272814636,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_3,1600.1222782517184,1600.1222782517184,1779.317664997211,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_7,1726.1829962501454,1726.1829962501454,1785.2332509954995,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_10,1725.1405422685493,1725.1405422685493,1785.4263038185393,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_6,634.7919380601523,1774.536272814636,1790.9332752549162,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_3,1506.143966013915,1779.317664997211,1811.1972274454874,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_8,1708.0147728393868,1708.0147728393868,1822.092025856827,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_3,1005.1911811419336,1811.1972274454874,1834.9588660102636,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_9,1749.0217494873045,1749.0217494873045,1837.755693526607,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_17,1785.4263038185393,1785.4263038185393,1848.7775680420643,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_14,1785.2332509954995,1785.2332509954995,1851.4493797922655,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_4,1079.4768720557558,1770.0473747115598,1887.7096244434285,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_4,1020.9417056113274,1887.7096244434285,1896.5743931257332,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_3,689.0431010662912,1834.9588660102636,1905.2672463800486,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_1,1896.5743931257332,1896.5743931257332,1905.836785925306,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_15,1848.7775680420643,1848.7775680420643,1911.915413046306,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_6,1770.0473747115598,1790.9332752549162,1912.8874852244433,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_13,1851.4493797922655,1851.4493797922655,1913.3225395548452,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_7,1905.836785925306,1905.836785925306,1914.8173825637846,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_17,1914.8173825637846,1914.8173825637846,1923.5303702418998,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_13,1664.2387111030184,1913.3225395548452,1930.4279597023942,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_11,1930.4279597023942,1930.4279597023942,1946.430070081789,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_1,980.254857483487,1905.836785925306,1947.1322836566153,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_5,1822.092025856827,1822.092025856827,1952.8689667692518,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
