id_job,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
12,12_18,3733.606873167241,3733.606873167241,3915.7700563935086,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_6,3768.87978146399,3768.87978146399,3936.555832156847,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_3,3835.5621504528244,3835.5621504528244,3940.688837547388,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_18,3616.4707895448782,3915.7700563935086,3942.640994972575,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_18,3650.173373941221,3942.640994972575,3960.188356821924,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_11,3759.318987250108,3894.118177158069,3975.341956733346,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_13,3748.0002927452133,3859.9544365903294,3976.8350335259433,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_13,3942.640994972575,3976.8350335259433,4004.1281695318457,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_13,3679.1436809782053,4004.1281695318457,4012.892933779849,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_18,3836.7374621366707,3960.188356821924,4050.546951944076,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_10,3940.688837547388,3940.688837547388,4055.8389146855015,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_19,3915.7700563935086,3915.7700563935086,4103.607480444112,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_2,3936.555832156847,3936.555832156847,4111.261843472165,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_18,3975.341956733346,4050.546951944076,4131.448566936313,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_11,4055.8389146855015,4055.8389146855015,4177.333487808127,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_11,3960.188356821924,4177.333487808127,4194.921362424863,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_11,4004.1281695318457,4194.921362424863,4221.538456020952,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_11,3226.370042814259,4221.538456020952,4245.757575567891,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_16,4103.607480444112,4103.607480444112,4288.714775283839,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_17,4177.333487808127,4177.333487808127,4299.465789360034,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_19,3794.641207390489,4103.607480444112,4308.327329866858,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
10,10_17,3062.3946431606346,4299.465789360034,4361.570872635824,,,-1,2.884,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_19,3862.565902848798,4308.327329866858,4375.14362880826,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_19,3894.118177158069,4375.14362880826,4407.435306263503,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_16,3859.9544365903294,4288.714775283839,4416.768290215349,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
3,3_16,4012.892933779849,4416.768290215349,4425.690164777688,,,-1,0.157,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_10,4407.435306263503,4407.435306263503,4436.96297407657,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_14,4288.714775283839,4288.714775283839,4469.900103652716,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_19,4050.546951944076,4407.435306263503,4494.801785568146,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_16,4131.448566936313,4425.690164777688,4496.527026905564,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_12,4308.327329866858,4308.327329866858,4502.0215944596175,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_16,3774.5052911084263,4496.527026905564,4511.923748396932,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_14,4511.923748396932,4511.923748396932,4526.84676023149,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_11,4416.768290215349,4416.768290215349,4550.713974175733,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_14,4221.538456020952,4526.84676023149,4554.411540767903,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_12,4375.14362880826,4502.0215944596175,4567.757455382161,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_12,3851.620098441808,4567.757455382161,4583.861700239889,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_10,4583.861700239889,4583.861700239889,4599.620497296938,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_19,3976.8350335259433,4494.801785568146,4603.633682327393,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_17,4599.620497296938,4599.620497296938,4615.883613407441,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_18,4567.757455382161,4567.757455382161,4630.9120652257425,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_16,4299.465789360034,4511.923748396932,4633.796805345609,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_18,4526.84676023149,4630.9120652257425,4647.861917231625,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_12,4496.527026905564,4583.861700239889,4659.681203273514,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_15,4502.0215944596175,4502.0215944596175,4679.616831532371,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_18,3670.002491300325,4647.861917231625,4684.841916144654,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_10,4630.9120652257425,4630.9120652257425,4694.353080392418,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_10,4647.861917231625,4694.353080392418,4711.716612236578,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_10,4245.757575567891,4711.716612236578,4735.753003135367,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_13,4659.681203273514,4659.681203273514,4736.188153231428,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_14,4694.353080392418,4694.353080392418,4760.355397061333,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_19,4111.261843472165,4603.633682327393,4781.448331519559,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_19,4194.921362424863,4781.448331519559,4799.46584190788,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_13,4799.46584190788,4799.46584190788,4816.449379139996,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_10,4603.633682327393,4735.753003135367,4847.517777917466,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_15,4469.900103652716,4679.616831532371,4857.475353705388,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_19,4736.188153231428,4799.46584190788,4875.141204374638,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_16,4679.616831532371,4679.616831532371,4881.6208278590475,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_19,4615.883613407441,4875.141204374638,4891.07381464882,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_16,3202.280809424945,4881.6208278590475,4944.461200650625,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_10,4875.141204374638,4875.141204374638,4944.768504195165,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_16,4684.841916144654,4944.461200650625,4980.881851233218,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_19,4550.713974175733,4891.07381464882,5016.052803738844,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_17,4980.881851233218,4980.881851233218,5022.170651081344,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_17,4816.449379139996,5022.170651081344,5039.166963079639,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_12,4857.475353705388,4857.475353705388,5042.649364779673,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_15,4781.448331519559,4857.475353705388,5053.275869663462,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_11,5022.170651081344,5022.170651081344,5062.083343971003,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_17,4735.753003135367,5039.166963079639,5063.065842813104,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_11,4891.07381464882,5062.083343971003,5078.144016108736,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_15,4494.801785568146,5053.275869663462,5145.054086374635,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_19,3778.339877693805,5016.052803738844,5151.91135586745,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_12,4633.796805345609,5042.649364779673,5160.012812764637,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
13,13_15,4711.716612236578,5145.054086374635,5160.675314638974,,,-1,1.186,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_12,4554.411540767903,5160.012812764637,5186.866640939148,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_10,5186.866640939148,5186.866640939148,5214.259709764293,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_18,5053.275869663462,5053.275869663462,5219.1260506288745,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_13,5145.054086374635,5145.054086374635,5235.690519874635,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_19,5214.259709764293,5214.259709764293,5241.298049880748,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_17,5042.649364779673,5063.065842813104,5246.961151141828,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_13,4760.355397061333,5235.690519874635,5303.239939321564,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_18,5160.012812764637,5219.1260506288745,5325.473785265991,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
0,0_16,5235.690519874635,5235.690519874635,5326.763643951825,,,-1,2.073,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_13,5062.083343971003,5303.239939321564,5340.09043932524,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_16,5078.144016108736,5326.763643951825,5342.645586411096,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_13,5342.645586411096,5342.645586411096,5358.877300206943,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_14,5219.1260506288745,5219.1260506288745,5408.162745142657,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_13,4944.461200650625,5358.877300206943,5420.881210546183,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_14,5039.166963079639,5408.162745142657,5424.652528609033,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_18,4847.517777917466,5325.473785265991,5438.838010300464,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_14,5063.065842813104,5424.652528609033,5448.9590729673155,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_15,5325.473785265991,5325.473785265991,5455.304920929354,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
2,2_15,4944.768504195165,5455.304920929354,5527.780404720461,,,-1,6.716,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_18,5016.052803738844,5438.838010300464,5565.919947185729,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_19,5455.304920929354,5455.304920929354,5569.772501744475,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_12,5408.162745142657,5408.162745142657,5586.952013107571,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_15,5565.919947185729,5565.919947185729,5693.8009284327445,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_12,5438.838010300464,5586.952013107571,5699.637235797367,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_15,5358.877300206943,5693.8009284327445,5710.006997424317,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_12,5424.652528609033,5699.637235797367,5716.399469207858,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_16,5586.952013107571,5586.952013107571,5744.36503339655,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_18,4881.6208278590475,5565.919947185729,5754.954466705833,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_12,5340.09043932524,5716.399469207858,5763.9333256698965,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_18,5710.006997424317,5754.954466705833,5770.736481897085,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_12,5448.9590729673155,5763.9333256698965,5786.983134079742,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_11,5699.637235797367,5699.637235797367,5792.008623756708,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_14,5763.9333256698965,5763.9333256698965,5798.177010445893,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_16,5303.239939321564,5744.36503339655,5811.005250751337,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_19,5798.177010445893,5798.177010445893,5834.74671999873,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
8,8_16,4436.96297407657,5811.005250751337,5842.627021893118,,,-1,1.302,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
1,1_16,5786.983134079742,5842.627021893118,5865.924366776736,,,-1,0.68,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_17,5811.005250751337,5811.005250751337,5877.3563510657405,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
6,6_19,5420.881210546183,5834.74671999873,5896.599566880032,,,-1,1.238,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_17,5241.298049880748,5877.3563510657405,5904.858920090371,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
16,16_12,5693.8009284327445,5786.983134079742,5914.819136562745,,,-1,4.51,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_10,5744.36503339655,5744.36503339655,5922.220324770115,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
18,18_16,5904.858920090371,5904.858920090371,5932.110692426294,,,-1,0.435,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_14,5151.91135586745,5798.177010445893,5937.560998978143,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
7,7_10,5716.399469207858,5922.220324770115,5939.589909506432,,,-1,0.559,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
11,11_15,5877.3563510657405,5877.3563510657405,5945.531323262078,,,-1,2.359,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
14,14_14,5770.736481897085,5937.560998978143,5953.404774915959,,,-1,0.179,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_11,5246.961151141828,5792.008623756708,5980.048494822014,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_13,5922.220324770115,5922.220324770115,6108.8531675494705,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
4,4_10,5754.954466705833,5939.589909506432,6143.766374213292,,,-1,7.967,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_13,5937.560998978143,6108.8531675494705,6244.55350809601,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_17,6108.8531675494705,6108.8531675494705,6262.006543685573,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
12,12_10,5980.048494822014,6143.766374213292,6322.757290121925,,,-1,5.676,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_13,5569.772501744475,6244.55350809601,6357.281363011389,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
17,17_10,5834.74671999873,6322.757290121925,6358.485799443675,,,-1,2.844,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
19,19_17,5792.008623756708,6262.006543685573,6358.957546759679,,,-1,8.108,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
5,5_15,6244.55350809601,6244.55350809601,6364.495039740332,,,-1,11.309,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
9,9_11,6262.006543685573,6262.006543685573,6453.384263675776,,,-1,10.63,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
15,15_14,6357.281363011389,6357.281363011389,6477.195798724039,,,-1,9.069,-1,-1,[],-1,0,<class 'utility.Prefix'>,{},{}
